id_usuario,nombre,apellido,correo,tipo_circunscripcion
28192368,Luz,Durán,luz.duran92368@example.com,NACIONAL
42798241,Fabián,Restrepo,fabian.restrepo98241@example.com,NACIONAL
46676521,Janneth,Ruiz,janneth.ruiz76521@example.com,NACIONAL
63895107,María,García,maria.garcia95107@example.com,INDIGENA
20350249,Jorge,Rentería,jorge.renteria50249@example.com,NACIONAL
63065646,Elizabeth,Romero,elizabeth.romero65646@example.com,NACIONAL
74307985,Jhon,López,jhon.lopez07985@example.com,INDIGENA
88578482,Liceth,Ramírez,liceth.ramirez78482@example.com,NACIONAL
25422363,Ana,Barrera,ana.barrera22363@example.com,NACIONAL
42399776,Eliana,Gaitán,eliana.gaitan99776@example.com,NACIONAL
21841753,Valentina,Mosquera,valentina.mosquera41753@example.com,NACIONAL
25629443,Damaris,Serrano,damaris.serrano29443@example.com,NACIONAL
41576674,Dubán,Villamizar,duban.villamizar76674@example.com,NACIONAL
97166581,Andrés,Restrepo,andres.restrepo66581@example.com,NACIONAL
25967422,Miriam,García,miriam.garcia67422@example.com,NACIONAL
61766735,Jennifer,Álvarez,jennifer.alvarez66735@example.com,NACIONAL
31072828,Fredy,Sánchez,fredy.sanchez72828@example.com,NACIONAL
46737726,María,Lozano,maria.lozano37726@example.com,NACIONAL
68654470,Yerson,Gutiérrez,yerson.gutierrez54470@example.com,NACIONAL
56404641,Fanny,Sanabria,fanny.sanabria04641@example.com,NACIONAL
44369702,Amanda,Vanegas,amanda.vanegas69702@example.com,NACIONAL
91325024,Humberto,Rivera,humberto.rivera25024@example.com,NACIONAL
81832753,Andrés,Pérez,andres.perez32753@example.com,NACIONAL
85476788,Kelly,Valencia,kelly.valencia76788@example.com,INDIGENA
77446111,Víctor,Hoyos,victor.hoyos46111@example.com,NACIONAL
12154333,María,Galindo,maria.galindo54333@example.com,NACIONAL
65827648,Danilo,Serna,danilo.serna27648@example.com,INDIGENA
18930557,Enrique,Rodríguez,enrique.rodriguez30557@example.com,NACIONAL
54645121,Lilia,Quiroz,lilia.quiroz45121@example.com,NACIONAL
93957801,Dario,Benítez,dario.benitez57801@example.com,INDIGENA
67646569,Catherine,Guerrero,catherine.guerrero46569@example.com,NACIONAL
85404656,Jaime,Mejía,jaime.mejia04656@example.com,INDIGENA
84203380,Rodrigo,Díaz,rodrigo.diaz03380@example.com,NACIONAL
59255891,José,Granados,jose.granados55891@example.com,NACIONAL
26641843,María,Ortiz,maria.ortiz41843@example.com,NACIONAL
83025318,María,Peña,maria.pena25318@example.com,NACIONAL
67164187,Brayan,Mendoza,brayan.mendoza64187@example.com,NACIONAL
21926065,Aura,Hernández,aura.hernandez26065@example.com,NACIONAL
93975049,María,Sánchez,maria.sanchez75049@example.com,INDIGENA
26587319,Fernando,Aguirre,fernando.aguirre87319@example.com,NACIONAL
67180745,Fernando,Carmona,fernando.carmona80745@example.com,NACIONAL
83189949,Raúl,Vásquez,raul.vasquez89949@example.com,NACIONAL
62992456,Milton,Fajardo,milton.fajardo92456@example.com,NACIONAL
53969452,Mario,Benavides,mario.benavides69452@example.com,NACIONAL
49013853,Andrea,López,andrea.lopez13853@example.com,NACIONAL
47001001,Karen,Suárez,karen.suarez01001@example.com,NACIONAL
86572718,Juan,Arias,juan.arias72718@example.com,INDIGENA
1641579,Mario,Moreno,mario.moreno41579@example.com,NACIONAL
52125193,Alex,Yepes,alex.yepes25193@example.com,INDIGENA
64470376,Anderson,Ochoa,anderson.ochoa70376@example.com,NACIONAL
58314589,Carolina,Quintero,carolina.quintero14589@example.com,INDIGENA
51377516,Óscar,Díaz,oscar.diaz77516@example.com,NACIONAL
28283660,Milena,Uribe,milena.uribe83660@example.com,NACIONAL
89248074,Brayan,Carvajal,brayan.carvajal48074@example.com,NACIONAL
95823953,Judith,Pérez,judith.perez23953@example.com,NACIONAL
21609192,Julieth,Zapata,julieth.zapata09192@example.com,NACIONAL
32600251,Andrea,Hernández,andrea.hernandez00251@example.com,NACIONAL
42779482,Jaime,Parra,jaime.parra79482@example.com,INDIGENA
6981638,María,Figueroa,maria.figueroa81638@example.com,NACIONAL
44336612,César,Zambrano,cesar.zambrano36612@example.com,NACIONAL
25265100,Marta,Mejía,marta.mejia65100@example.com,INDIGENA
98527907,María,Romero,maria.romero27907@example.com,NACIONAL
22225206,Jairo,Rodríguez,jairo.rodriguez25206@example.com,NACIONAL
45104061,Lorena,Sánchez,lorena.sanchez04061@example.com,NACIONAL
65552014,Carlos,Vargas,carlos.vargas52014@example.com,NACIONAL
53367626,Arley,Chávez,arley.chavez67626@example.com,NACIONAL
6691853,Fernando,Mesa,fernando.mesa91853@example.com,NACIONAL
43220034,María,Meza,maria.meza20034@example.com,NACIONAL
59274939,Angie,Tovar,angie.tovar74939@example.com,INDIGENA
64116485,Víctor,Alarcón,victor.alarcon16485@example.com,NACIONAL
61831227,Patricia,Sandoval,patricia.sandoval31227@example.com,NACIONAL
74125086,Armando,Márquez,armando.marquez25086@example.com,NACIONAL
3067711,Rubén,Cardona,ruben.cardona67711@example.com,NACIONAL
84761374,María,Escobar,maria.escobar61374@example.com,NACIONAL
84952021,David,Márquez,david.marquez52021@example.com,NACIONAL
64509539,Andrés,Sánchez,andres.sanchez09539@example.com,INDIGENA
48720513,Lucía,Mena,lucia.mena20513@example.com,NACIONAL
67655053,Bibiana,Murillo,bibiana.murillo55053@example.com,INDIGENA
14980237,Jair,Cifuentes,jair.cifuentes80237@example.com,NACIONAL
79701367,Néstor,Acevedo,nestor.acevedo01367@example.com,NACIONAL
74964132,Pilar,Pardo,pilar.pardo64132@example.com,NACIONAL
91564851,Clara,Medina,clara.medina64851@example.com,NACIONAL
58443623,Wendy,Rodríguez,wendy.rodriguez43623@example.com,INDIGENA
97283010,Ester,Rincón,ester.rincon83010@example.com,NACIONAL
18047532,María,Forero,maria.forero47532@example.com,NACIONAL
31452541,Bibiana,Rendón,bibiana.rendon52541@example.com,NACIONAL
36658027,Rosario,Beltrán,rosario.beltran58027@example.com,NACIONAL
95415213,Ricardo,Becerra,ricardo.becerra15213@example.com,NACIONAL
74999801,Jessica,Cardona,jessica.cardona99801@example.com,INDIGENA
92958595,Diana,Marín,diana.marin58595@example.com,NACIONAL
5283210,José,Rodríguez,jose.rodriguez83210@example.com,NACIONAL
90447704,Vanessa,Díaz,vanessa.diaz47704@example.com,NACIONAL
60895615,Benjamín,Ospina,benjamin.ospina95615@example.com,NACIONAL
83654091,José,Montes,jose.montes54091@example.com,NACIONAL
44093501,Martha,Díaz,martha.diaz93501@example.com,NACIONAL
34147909,Rafael,Mora,rafael.mora47909@example.com,NACIONAL
10222122,José,Serna,jose.serna22122@example.com,NACIONAL
8200706,Carlos,Ramírez,carlos.ramirez00706@example.com,NACIONAL
62200681,Luisa,Soto,luisa.soto00681@example.com,NACIONAL
57597168,Tatiana,Jiménez,tatiana.jimenez97168@example.com,INDIGENA
46120420,Arley,Montoya,arley.montoya20420@example.com,NACIONAL
78041010,Andrés,Muñoz,andres.munoz41010@example.com,INDIGENA
1976341,Alejandra,Fernández,alejandra.fernandez76341@example.com,NACIONAL
54261983,Juan,Rivera,juan.rivera61983@example.com,INDIGENA
68624208,Eugenia,Torres,eugenia.torres24208@example.com,NACIONAL
60817071,José,Álvarez,jose.alvarez17071@example.com,INDIGENA
31475870,Alejandra,Medina,alejandra.medina75870@example.com,INDIGENA
76096856,Felipe,Romero,felipe.romero96856@example.com,NACIONAL
25089978,Nelly,López,nelly.lopez89978@example.com,NACIONAL
26570668,Yolanda,Herrera,yolanda.herrera70668@example.com,NACIONAL
81796394,Estiven,Castillo,estiven.castillo96394@example.com,NACIONAL
20626122,Carmen,Rojas,carmen.rojas26122@example.com,NACIONAL
57493663,María,Rojas,maria.rojas93663@example.com,NACIONAL
65660787,Alexander,Córdoba,alexander.cordoba60787@example.com,NACIONAL
59933821,Pablo,Gómez,pablo.gomez33821@example.com,NACIONAL
36193961,Andrea,Pérez,andrea.perez93961@example.com,INDIGENA
39354581,María,López,maria.lopez54581@example.com,NACIONAL
2425348,Rocío,Jiménez,rocio.jimenez25348@example.com,NACIONAL
35934566,Ricardo,Díaz,ricardo.diaz34566@example.com,NACIONAL
54434462,Yuly,Hernández,yuly.hernandez34462@example.com,NACIONAL
8124742,Karen,Gómez,karen.gomez24742@example.com,NACIONAL
39492906,Constanza,Manrique,constanza.manrique92906@example.com,INDIGENA
94519006,Ana,Mena,ana.mena19006@example.com,NACIONAL
31861410,Stiven,Gómez,stiven.gomez61410@example.com,NACIONAL
80694661,Diego,Ayala,diego.ayala94661@example.com,NACIONAL
12893675,Robinson,Ruiz,robinson.ruiz93675@example.com,NACIONAL
5403155,Javier,García,javier.garcia03155@example.com,NACIONAL
25051607,Andrés,Cano,andres.cano51607@example.com,NACIONAL
77163894,Paul,Perdomo,paul.perdomo63894@example.com,NACIONAL
63991778,Yeison,Castaño,yeison.castano91778@example.com,NACIONAL
47286176,Augusto,López,augusto.lopez86176@example.com,NACIONAL
45569258,Sandra,Méndez,sandra.mendez69258@example.com,INDIGENA
50363794,Yurany,Campo,yurany.campo63794@example.com,NACIONAL
18055512,Alberto,Acosta,alberto.acosta55512@example.com,NACIONAL
35957038,Julián,Rodríguez,julian.rodriguez57038@example.com,NACIONAL
25063654,Fabián,Martínez,fabian.martinez63654@example.com,NACIONAL
71580283,Diego,Ojeda,diego.ojeda80283@example.com,NACIONAL
18545242,Elena,Gómez,elena.gomez45242@example.com,NACIONAL
36497683,Harold,Pedraza,harold.pedraza97683@example.com,INDIGENA
37587683,Argemiro,Márquez,argemiro.marquez87683@example.com,NACIONAL
22595400,Gustavo,Betancur,gustavo.betancur95400@example.com,NACIONAL
11676378,Joaquín,Rojas,joaquin.rojas76378@example.com,NACIONAL
86227898,Katherine,Romero,katherine.romero27898@example.com,INDIGENA
2198926,Antonio,Benavides,antonio.benavides98926@example.com,NACIONAL
1016314,Estela,González,estela.gonzalez16314@example.com,NACIONAL
92231407,Gustavo,Gómez,gustavo.gomez31407@example.com,NACIONAL
68572686,Leider,Daza,leider.daza72686@example.com,NACIONAL
82224909,Jesús,Bolívar,jesus.bolivar24909@example.com,NACIONAL
61311040,Alejandra,Gutiérrez,alejandra.gutierrez11040@example.com,NACIONAL
36810150,José,Álvarez,jose.alvarez10150@example.com,NACIONAL
96578018,Carmen,García,carmen.garcia78018@example.com,NACIONAL
39077232,Julián,Contreras,julian.contreras77232@example.com,NACIONAL
49846839,Alonso,Medina,alonso.medina46839@example.com,NACIONAL
10134762,Fernanda,Muñoz,fernanda.munoz34762@example.com,INDIGENA
38354000,José,Toro,jose.toro54000@example.com,INDIGENA
82073953,Manuel,Roa,manuel.roa73953@example.com,NACIONAL
22619960,Lina,Arroyo,lina.arroyo19960@example.com,NACIONAL
17901271,Javier,Chávez,javier.chavez01271@example.com,NACIONAL
64851596,Gonzalo,Díaz,gonzalo.diaz51596@example.com,NACIONAL
70518456,Arley,Buitrago,arley.buitrago18456@example.com,NACIONAL
28262546,Jorge,López,jorge.lopez62546@example.com,INDIGENA
91033477,Viviana,Cano,viviana.cano33477@example.com,NACIONAL
12025903,Diego,Jiménez,diego.jimenez25903@example.com,NACIONAL
25030497,Fernanda,Martínez,fernanda.martinez30497@example.com,NACIONAL
78331569,José,Gómez,jose.gomez31569@example.com,NACIONAL
41036086,Carlos,Valencia,carlos.valencia36086@example.com,NACIONAL
90366904,Manuel,Monsalve,manuel.monsalve66904@example.com,NACIONAL
40418959,Eduardo,González,eduardo.gonzalez18959@example.com,INDIGENA
59526369,María,Ibarra,maria.ibarra26369@example.com,NACIONAL
49822419,Darwin,García,darwin.garcia22419@example.com,NACIONAL
58929468,María,Serrano,maria.serrano29468@example.com,NACIONAL
43124647,Ricardo,Ortiz,ricardo.ortiz24647@example.com,NACIONAL
7001188,Dagoberto,García,dagoberto.garcia01188@example.com,NACIONAL
56741360,Beatriz,Guerrero,beatriz.guerrero41360@example.com,NACIONAL
27487388,Alberto,López,alberto.lopez87388@example.com,NACIONAL
4543897,Guillermo,Martínez,guillermo.martinez43897@example.com,NACIONAL
68119120,Juan,Gómez,juan.gomez19120@example.com,NACIONAL
47740356,Sara,Bermúdez,sara.bermudez40356@example.com,INDIGENA
33598122,Francy,Tamayo,francy.tamayo98122@example.com,NACIONAL
1838754,Óscar,Gómez,oscar.gomez38754@example.com,NACIONAL
18030191,Mary,Córdoba,mary.cordoba30191@example.com,NACIONAL
68223360,Lina,Sánchez,lina.sanchez23360@example.com,NACIONAL
29167026,Alberto,Corredor,alberto.corredor67026@example.com,INDIGENA
59269272,Gloria,Orjuela,gloria.orjuela69272@example.com,NACIONAL
65435662,Mauricio,Jiménez,mauricio.jimenez35662@example.com,NACIONAL
42844494,Miguel,Romero,miguel.romero44494@example.com,NACIONAL
23315478,Luis,Díaz,luis.diaz15478@example.com,NACIONAL
64034439,Jaime,Guerrero,jaime.guerrero34439@example.com,NACIONAL
91976556,Ana,Calderón,ana.calderon76556@example.com,INDIGENA
36726372,Marisol,Pérez,marisol.perez26372@example.com,NACIONAL
91365715,Gustavo,Delgado,gustavo.delgado65715@example.com,NACIONAL
40920533,Edinson,López,edinson.lopez20533@example.com,NACIONAL
65260687,José,Sánchez,jose.sanchez60687@example.com,NACIONAL
97262122,Rosario,Forero,rosario.forero62122@example.com,INDIGENA
59857652,Rosalba,Figueroa,rosalba.figueroa57652@example.com,NACIONAL
68476311,Bryan,Rodríguez,bryan.rodriguez76311@example.com,INDIGENA
49381994,Marcos,Torres,marcos.torres81994@example.com,NACIONAL
82731709,Eduardo,Guzmán,eduardo.guzman31709@example.com,NACIONAL
77318158,Alexandra,Jaramillo,alexandra.jaramillo18158@example.com,NACIONAL
92085863,Diego,Ramírez,diego.ramirez85863@example.com,NACIONAL
48905242,Antonio,Salazar,antonio.salazar05242@example.com,NACIONAL
95216979,Carlos,Muñoz,carlos.munoz16979@example.com,NACIONAL
81479419,Jorge,Gil,jorge.gil79419@example.com,NACIONAL
42014587,Rosa,Quintero,rosa.quintero14587@example.com,NACIONAL
53591250,Leydi,Mosquera,leydi.mosquera91250@example.com,NACIONAL
10149411,Edison,Reyes,edison.reyes49411@example.com,NACIONAL
80823303,Luisa,Melo,luisa.melo23303@example.com,NACIONAL
96242069,Aura,Ruiz,aura.ruiz42069@example.com,NACIONAL
56814149,Brandon,Ramos,brandon.ramos14149@example.com,INDIGENA
92106750,Maricela,Vargas,maricela.vargas06750@example.com,NACIONAL
93370943,Sandra,Vargas,sandra.vargas70943@example.com,NACIONAL
87482987,Vicente,López,vicente.lopez82987@example.com,INDIGENA
98726203,Juan,Hernández,juan.hernandez26203@example.com,INDIGENA
31691058,Juan,Salas,juan.salas91058@example.com,NACIONAL
94094119,Luz,Burbano,luz.burbano94119@example.com,NACIONAL
48213766,Angie,Bonilla,angie.bonilla13766@example.com,INDIGENA
14432687,Moisés,Hernández,moises.hernandez32687@example.com,NACIONAL
1753171,Eder,González,eder.gonzalez53171@example.com,NACIONAL
79145403,Luis,Correa,luis.correa45403@example.com,NACIONAL
40379251,Brian,Bravo,brian.bravo79251@example.com,NACIONAL
31215447,Luisa,Tovar,luisa.tovar15447@example.com,NACIONAL
77709500,Alberto,Moreno,alberto.moreno09500@example.com,NACIONAL
63659593,Leonardo,Martínez,leonardo.martinez59593@example.com,NACIONAL
73277810,José,Rangel,jose.rangel77810@example.com,NACIONAL
71540444,Margarita,Ramírez,margarita.ramirez40444@example.com,NACIONAL
77883954,Luz,Parra,luz.parra83954@example.com,NACIONAL
88004529,José,Vanegas,jose.vanegas04529@example.com,NACIONAL
11514771,Hernando,Benavides,hernando.benavides14771@example.com,NACIONAL
10694628,Nancy,Acosta,nancy.acosta94628@example.com,NACIONAL
92392393,Eugenia,Suárez,eugenia.suarez92393@example.com,INDIGENA
40573967,Gloria,Perdomo,gloria.perdomo73967@example.com,NACIONAL
37101130,María,González,maria.gonzalez01130@example.com,INDIGENA
50261259,Consuelo,Giraldo,consuelo.giraldo61259@example.com,INDIGENA
74666795,Margarita,Morales,margarita.morales66795@example.com,NACIONAL
4288027,Fernanda,Castro,fernanda.castro88027@example.com,NACIONAL
80628772,Fabián,Páez,fabian.paez28772@example.com,INDIGENA
63193838,Angie,Melo,angie.melo93838@example.com,INDIGENA
81430929,Javier,Loaiza,javier.loaiza30929@example.com,NACIONAL
67151584,Luz,Muñoz,luz.munoz51584@example.com,NACIONAL
28692687,Isabel,Ramírez,isabel.ramirez92687@example.com,NACIONAL
5271621,Jairo,Toro,jairo.toro71621@example.com,NACIONAL
95071404,Mirian,Erazo,mirian.erazo71404@example.com,INDIGENA
5536426,Luisa,Arias,luisa.arias36426@example.com,INDIGENA
9662907,Vicente,Medina,vicente.medina62907@example.com,INDIGENA
57279376,Carolina,Parra,carolina.parra79376@example.com,NACIONAL
50353949,Elvira,García,elvira.garcia53949@example.com,NACIONAL
99721188,Pedro,González,pedro.gonzalez21188@example.com,NACIONAL
65124500,Pablo,Salazar,pablo.salazar24500@example.com,NACIONAL
32607207,Jacqueline,Osorio,jacqueline.osorio07207@example.com,NACIONAL
66548340,Liliana,Cortés,liliana.cortes48340@example.com,NACIONAL
2586854,Andrés,Padilla,andres.padilla86854@example.com,NACIONAL
35639411,Diana,Fonseca,diana.fonseca39411@example.com,INDIGENA
88066909,Elsa,Granados,elsa.granados66909@example.com,NACIONAL
98188168,María,Mercado,maria.mercado88168@example.com,NACIONAL
6244182,Andrea,Castro,andrea.castro44182@example.com,INDIGENA
28674867,Fanny,Sandoval,fanny.sandoval74867@example.com,NACIONAL
75733502,Fredy,Cruz,fredy.cruz33502@example.com,NACIONAL
47022967,María,Restrepo,maria.restrepo22967@example.com,NACIONAL
44903485,Felipe,Morales,felipe.morales03485@example.com,NACIONAL
97257088,Campo,García,campo.garcia57088@example.com,INDIGENA
33674753,Luis,González,luis.gonzalez74753@example.com,NACIONAL
20111955,Rodrigo,Pineda,rodrigo.pineda11955@example.com,NACIONAL
34591716,Juan,Rodríguez,juan.rodriguez91716@example.com,INDIGENA
3109975,John,Morales,john.morales09975@example.com,INDIGENA
76528207,Jorge,Espitia,jorge.espitia28207@example.com,INDIGENA
82263243,Inés,Hernández,ines.hernandez63243@example.com,NACIONAL
43222343,Andrés,Zapata,andres.zapata22343@example.com,NACIONAL
40300629,Manuel,Arias,manuel.arias00629@example.com,NACIONAL
56139535,Jesús,Moreno,jesus.moreno39535@example.com,NACIONAL
65758962,Manuela,Granados,manuela.granados58962@example.com,NACIONAL
95449524,Sebastián,Cuesta,sebastian.cuesta49524@example.com,NACIONAL
39668547,Felipe,Cabrera,felipe.cabrera68547@example.com,NACIONAL
92569790,Leidy,Becerra,leidy.becerra69790@example.com,INDIGENA
1928101,Rafael,Daza,rafael.daza28101@example.com,NACIONAL
13138806,Daniel,Ceballos,daniel.ceballos38806@example.com,NACIONAL
11499926,Antonio,Pérez,antonio.perez99926@example.com,NACIONAL
87675909,Luis,Hoyos,luis.hoyos75909@example.com,NACIONAL
82643883,Karen,Sánchez,karen.sanchez43883@example.com,NACIONAL
27327895,Ana,Blanco,ana.blanco27895@example.com,NACIONAL
56900887,Daniel,Castillo,daniel.castillo00887@example.com,NACIONAL
77509244,Mabel,Perdomo,mabel.perdomo09244@example.com,NACIONAL
16249251,Patricia,Cárdenas,patricia.cardenas49251@example.com,INDIGENA
31233897,Ingrid,Bolívar,ingrid.bolivar33897@example.com,INDIGENA
11375627,Cecilia,Bonilla,cecilia.bonilla75627@example.com,NACIONAL
57912908,Maribel,Sánchez,maribel.sanchez12908@example.com,NACIONAL
57547722,Nelly,Arias,nelly.arias47722@example.com,INDIGENA
99480246,Camilo,Sánchez,camilo.sanchez80246@example.com,INDIGENA
26723849,María,Suárez,maria.suarez23849@example.com,NACIONAL
94280338,Mariela,Bolívar,mariela.bolivar80338@example.com,INDIGENA
41388192,Ana,Rodríguez,ana.rodriguez88192@example.com,INDIGENA
71223880,Magdalena,Mena,magdalena.mena23880@example.com,NACIONAL
6731294,Edier,Restrepo,edier.restrepo31294@example.com,INDIGENA
50444489,Gisela,Guerrero,gisela.guerrero44489@example.com,INDIGENA
95049690,Marta,Díaz,marta.diaz49690@example.com,NACIONAL
90542847,Patricia,Martínez,patricia.martinez42847@example.com,NACIONAL
13028375,Juan,Ortega,juan.ortega28375@example.com,INDIGENA
30314198,Patricia,Rodríguez,patricia.rodriguez14198@example.com,NACIONAL
