id_usuario,nombre,apellido,correo,tipo_circunscripcion
71972743,Luis,Medina,luis.medina72743@example.com,NACIONAL
97678527,Carmen,Martínez,carmen.martinez78527@example.com,NACIONAL
49874710,Julieth,Cifuentes,julieth.cifuentes74710@example.com,NACIONAL
55468415,Erika,Carmona,erika.carmona68415@example.com,INDIGENA
52675494,Diego,Arias,diego.arias75494@example.com,NACIONAL
10517925,David,Niño,david.nino17925@example.com,NACIONAL
70999456,Andrés,Rodríguez,andres.rodriguez99456@example.com,NACIONAL
47118048,Alberto,Rodríguez,alberto.rodriguez18048@example.com,NACIONAL
59202656,Sandra,Triana,sandra.triana02656@example.com,NACIONAL
79296535,David,Rojas,david.rojas96535@example.com,INDIGENA
33181267,Luis,Guerrero,luis.guerrero81267@example.com,NACIONAL
85322704,Libia,Cantillo,libia.cantillo22704@example.com,NACIONAL
30766276,Alejandra,Solano,alejandra.solano66276@example.com,NACIONAL
49886923,Uriel,Molina,uriel.molina86923@example.com,NACIONAL
76624630,Magda,Sánchez,magda.sanchez24630@example.com,NACIONAL
71041913,Claudia,Osorio,claudia.osorio41913@example.com,NACIONAL
83872732,Luz,Gómez,luz.gomez72732@example.com,NACIONAL
74201922,Jorge,Rojas,jorge.rojas01922@example.com,NACIONAL
74071418,Margarita,Contreras,margarita.contreras71418@example.com,NACIONAL
74690264,José,Moreno,jose.moreno90264@example.com,NACIONAL
29109263,Ángel,Ayala,angel.ayala09263@example.com,NACIONAL
94227479,Patricia,Castillo,patricia.castillo27479@example.com,INDIGENA
62509911,Lina,Narváez,lina.narvaez09911@example.com,NACIONAL
48382263,María,Ramírez,maria.ramirez82263@example.com,NACIONAL
66100297,Andrés,Ruiz,andres.ruiz00297@example.com,INDIGENA
86014127,Junior,Ordóñez,junior.ordonez14127@example.com,NACIONAL
36308386,Miguel,Marín,miguel.marin08386@example.com,NACIONAL
30793189,Cecilia,Escobar,cecilia.escobar93189@example.com,NACIONAL
75240001,Cecilia,Hernández,cecilia.hernandez40001@example.com,NACIONAL
7258777,María,Acosta,maria.acosta58777@example.com,NACIONAL
72983762,Yolanda,García,yolanda.garcia83762@example.com,INDIGENA
30652873,Libardo,Rangel,libardo.rangel52873@example.com,NACIONAL
80937441,Paola,Corredor,paola.corredor37441@example.com,NACIONAL
70612766,María,Rojas,maria.rojas12766@example.com,INDIGENA
31465777,Wilson,Ordóñez,wilson.ordonez65777@example.com,INDIGENA
37408735,Edgardo,Martínez,edgardo.martinez08735@example.com,INDIGENA
30593393,Santos,Gil,santos.gil93393@example.com,INDIGENA
77632616,Adrián,González,adrian.gonzalez32616@example.com,NACIONAL
24312321,Yesenia,Benítez,yesenia.benitez12321@example.com,NACIONAL
36011129,Sandra,Pérez,sandra.perez11129@example.com,NACIONAL
52472365,Alonso,Arboleda,alonso.arboleda72365@example.com,INDIGENA
80454768,Alexandra,Medina,alexandra.medina54768@example.com,INDIGENA
63698724,Cristina,Rojas,cristina.rojas98724@example.com,NACIONAL
42620979,Vanesa,González,vanesa.gonzalez20979@example.com,NACIONAL
53487254,Jair,Cardona,jair.cardona87254@example.com,NACIONAL
23954178,Julián,Mora,julian.mora54178@example.com,NACIONAL
72669153,Jorge,Giraldo,jorge.giraldo69153@example.com,INDIGENA
91741495,Juan,Pérez,juan.perez41495@example.com,NACIONAL
34911588,Antonio,Córdoba,antonio.cordoba11588@example.com,NACIONAL
19572169,Valentina,Ordóñez,valentina.ordonez72169@example.com,NACIONAL
36393980,Francisco,Rangel,francisco.rangel93980@example.com,INDIGENA
56304117,Karen,Castillo,karen.castillo04117@example.com,NACIONAL
1726881,Andrea,Arteaga,andrea.arteaga26881@example.com,INDIGENA
60688037,Beatriz,Rivera,beatriz.rivera88037@example.com,NACIONAL
81962577,Marisol,Cardona,marisol.cardona62577@example.com,NACIONAL
92466687,Esteban,Hoyos,esteban.hoyos66687@example.com,NACIONAL
58934535,William,Suárez,william.suarez34535@example.com,NACIONAL
42633057,Luis,Muñoz,luis.munoz33057@example.com,NACIONAL
71828093,Juan,Londoño,juan.londono28093@example.com,NACIONAL
44998155,Yamile,Ruiz,yamile.ruiz98155@example.com,INDIGENA
99883174,Omar,Quiroga,omar.quiroga83174@example.com,NACIONAL
45425593,Antonio,Giraldo,antonio.giraldo25593@example.com,NACIONAL
83178882,Nelly,Cárdenas,nelly.cardenas78882@example.com,NACIONAL
92082571,Aida,Suárez,aida.suarez82571@example.com,NACIONAL
90292712,Milena,Pérez,milena.perez92712@example.com,NACIONAL
97903610,María,Arango,maria.arango03610@example.com,NACIONAL
19060576,Mario,Bravo,mario.bravo60576@example.com,NACIONAL
7707776,Milena,Torres,milena.torres07776@example.com,NACIONAL
73569049,Ana,Ramírez,ana.ramirez69049@example.com,INDIGENA
51073470,David,Martínez,david.martinez73470@example.com,NACIONAL
34115894,María,Torres,maria.torres15894@example.com,NACIONAL
66708715,Alberto,Gil,alberto.gil08715@example.com,NACIONAL
22213109,Paola,Vásquez,paola.vasquez13109@example.com,INDIGENA
65736466,Dary,Murcia,dary.murcia36466@example.com,NACIONAL
86380568,Fredy,Andrade,fredy.andrade80568@example.com,NACIONAL
55890326,María,Fonseca,maria.fonseca90326@example.com,NACIONAL
93227644,Jhon,Contreras,jhon.contreras27644@example.com,NACIONAL
5044534,Yohana,Pérez,yohana.perez44534@example.com,NACIONAL
95494947,Hernando,Giraldo,hernando.giraldo94947@example.com,NACIONAL
95321475,Rodrigo,Arroyo,rodrigo.arroyo21475@example.com,NACIONAL
83946405,Eduard,Pinzón,eduard.pinzon46405@example.com,NACIONAL
56432661,Johanna,Silva,johanna.silva32661@example.com,NACIONAL
85712787,David,Espitia,david.espitia12787@example.com,NACIONAL
11936046,Carlos,Cerón,carlos.ceron36046@example.com,NACIONAL
91642306,Mabel,Henao,mabel.henao42306@example.com,NACIONAL
69413113,Hernando,Sandoval,hernando.sandoval13113@example.com,INDIGENA
73756420,Efrén,Salgado,efren.salgado56420@example.com,NACIONAL
62410184,Lilia,Arroyo,lilia.arroyo10184@example.com,INDIGENA
39518749,Fernanda,Gómez,fernanda.gomez18749@example.com,NACIONAL
42687006,Andrea,Montoya,andrea.montoya87006@example.com,NACIONAL
91644540,Jaime,Hoyos,jaime.hoyos44540@example.com,NACIONAL
20671244,Esperanza,Suárez,esperanza.suarez71244@example.com,NACIONAL
43429926,Luz,Leal,luz.leal29926@example.com,INDIGENA
75166575,Natalia,Montoya,natalia.montoya66575@example.com,NACIONAL
59616620,Rodrigo,Ospina,rodrigo.ospina16620@example.com,NACIONAL
3397803,Daniel,Torres,daniel.torres97803@example.com,INDIGENA
16586077,María,Duque,maria.duque86077@example.com,NACIONAL
77469308,Sergio,Jiménez,sergio.jimenez69308@example.com,NACIONAL
37079100,Wendy,Mendoza,wendy.mendoza79100@example.com,NACIONAL
38001780,José,Sánchez,jose.sanchez01780@example.com,NACIONAL
50841763,Andrea,Andrade,andrea.andrade41763@example.com,NACIONAL
26005666,Luz,Correa,luz.correa05666@example.com,NACIONAL
5558351,Luz,Bejarano,luz.bejarano58351@example.com,NACIONAL
41225093,Mario,Hernández,mario.hernandez25093@example.com,NACIONAL
60934283,Carlos,Peña,carlos.pena34283@example.com,NACIONAL
68060637,Sandra,Contreras,sandra.contreras60637@example.com,NACIONAL
45185669,Constanza,Hernández,constanza.hernandez85669@example.com,INDIGENA
42510378,Adriana,Arroyo,adriana.arroyo10378@example.com,NACIONAL
24010267,Fredy,Arenas,fredy.arenas10267@example.com,NACIONAL
86407836,Javier,Gaviria,javier.gaviria07836@example.com,NACIONAL
41962681,Marino,Morales,marino.morales62681@example.com,NACIONAL
75112232,Lucía,Rivera,lucia.rivera12232@example.com,NACIONAL
63956256,Alejandra,Aguirre,alejandra.aguirre56256@example.com,NACIONAL
11073812,Fernando,Rivera,fernando.rivera73812@example.com,INDIGENA
26040343,María,Fuentes,maria.fuentes40343@example.com,INDIGENA
7891466,Luis,Bolaños,luis.bolanos91466@example.com,NACIONAL
30340011,Ángel,Arias,angel.arias40011@example.com,NACIONAL
63709564,Camilo,Camacho,camilo.camacho09564@example.com,NACIONAL
13886511,Lizeth,Romero,lizeth.romero86511@example.com,NACIONAL
63815768,Hugo,Córdoba,hugo.cordoba15768@example.com,NACIONAL
15289498,Patricia,López,patricia.lopez89498@example.com,NACIONAL
60417372,Maritza,Cuéllar,maritza.cuellar17372@example.com,NACIONAL
47132073,Jhon,Guerrero,jhon.guerrero32073@example.com,NACIONAL
8163065,Daniela,Triana,daniela.triana63065@example.com,NACIONAL
81069174,Javier,Quintero,javier.quintero69174@example.com,NACIONAL
46750717,Luis,Agudelo,luis.agudelo50717@example.com,INDIGENA
58936495,Augusto,Sepúlveda,augusto.sepulveda36495@example.com,NACIONAL
82740476,Sebastián,Rodríguez,sebastian.rodriguez40476@example.com,NACIONAL
62084993,Rocío,Fajardo,rocio.fajardo84993@example.com,INDIGENA
6405484,Daniela,Rojas,daniela.rojas05484@example.com,NACIONAL
64068942,José,Ramírez,jose.ramirez68942@example.com,NACIONAL
77737395,Fabiola,Duarte,fabiola.duarte37395@example.com,INDIGENA
19860944,Marina,Camacho,marina.camacho60944@example.com,NACIONAL
83273923,Fernando,Guerrero,fernando.guerrero73923@example.com,INDIGENA
14570351,Marcela,Castro,marcela.castro70351@example.com,NACIONAL
8882514,Johana,Páez,johana.paez82514@example.com,NACIONAL
38761868,Fernanda,Ochoa,fernanda.ochoa61868@example.com,NACIONAL
34489872,Liliana,Arias,liliana.arias89872@example.com,NACIONAL
67507221,Jaime,Lozano,jaime.lozano07221@example.com,NACIONAL
47418288,Edgar,Castro,edgar.castro18288@example.com,NACIONAL
7879111,Ana,Pérez,ana.perez79111@example.com,NACIONAL
44362728,María,Bedoya,maria.bedoya62728@example.com,NACIONAL
97170351,Pablo,Gómez,pablo.gomez70351@example.com,NACIONAL
70800387,María,Murillo,maria.murillo00387@example.com,NACIONAL
58473383,Andrés,Chacón,andres.chacon73383@example.com,NACIONAL
6954077,Armando,Mosquera,armando.mosquera54077@example.com,NACIONAL
80123997,María,Rentería,maria.renteria23997@example.com,NACIONAL
48029733,María,Polo,maria.polo29733@example.com,NACIONAL
37173300,José,Perea,jose.perea73300@example.com,NACIONAL
10298481,Judith,Vergara,judith.vergara98481@example.com,NACIONAL
93198718,Laura,Córdoba,laura.cordoba98718@example.com,INDIGENA
19470818,Fredy,Bedoya,fredy.bedoya70818@example.com,NACIONAL
80114628,Diana,Fonseca,diana.fonseca14628@example.com,NACIONAL
18111383,Leonardo,García,leonardo.garcia11383@example.com,NACIONAL
94846921,Jenny,Martínez,jenny.martinez46921@example.com,NACIONAL
19648309,Mireya,Gutiérrez,mireya.gutierrez48309@example.com,NACIONAL
90517297,Lucía,González,lucia.gonzalez17297@example.com,INDIGENA
51011313,Isabel,Díaz,isabel.diaz11313@example.com,NACIONAL
20466385,Felipe,Rivera,felipe.rivera66385@example.com,NACIONAL
75305518,Antonio,Alfonso,antonio.alfonso05518@example.com,NACIONAL
51136060,Juan,Fonseca,juan.fonseca36060@example.com,INDIGENA
36656206,Juan,Ruiz,juan.ruiz56206@example.com,NACIONAL
7138714,Karen,Márquez,karen.marquez38714@example.com,NACIONAL
4930420,Patricia,Ibarra,patricia.ibarra30420@example.com,NACIONAL
47932368,Alfredo,Calderón,alfredo.calderon32368@example.com,NACIONAL
47296306,Isabel,Gutiérrez,isabel.gutierrez96306@example.com,NACIONAL
57794688,Clara,Restrepo,clara.restrepo94688@example.com,NACIONAL
88681527,Yeison,Arango,yeison.arango81527@example.com,NACIONAL
54350703,Nohora,Arango,nohora.arango50703@example.com,NACIONAL
71960054,María,Rengifo,maria.rengifo60054@example.com,NACIONAL
87415674,Martha,Mosquera,martha.mosquera15674@example.com,INDIGENA
24446463,María,Rodríguez,maria.rodriguez46463@example.com,NACIONAL
51320295,Leonardo,Córdoba,leonardo.cordoba20295@example.com,INDIGENA
23771268,Laura,Guevara,laura.guevara71268@example.com,INDIGENA
90792682,Arbey,Duarte,arbey.duarte92682@example.com,NACIONAL
75793811,Rubén,Parra,ruben.parra93811@example.com,NACIONAL
22629429,María,Soto,maria.soto29429@example.com,NACIONAL
63930910,Hernán,Castrillón,hernan.castrillon30910@example.com,NACIONAL
73961477,María,Alzate,maria.alzate61477@example.com,NACIONAL
1366574,Julián,Cruz,julian.cruz66574@example.com,INDIGENA
26494739,Diana,Ochoa,diana.ochoa94739@example.com,NACIONAL
17413831,Candelaria,Vásquez,candelaria.vasquez13831@example.com,NACIONAL
96531410,Ever,Ortiz,ever.ortiz31410@example.com,INDIGENA
77908093,Alba,Rodríguez,alba.rodriguez08093@example.com,INDIGENA
6897669,Amparo,Sarmiento,amparo.sarmiento97669@example.com,INDIGENA
79925021,Cristina,Jiménez,cristina.jimenez25021@example.com,NACIONAL
18676045,Katherine,Blanco,katherine.blanco76045@example.com,NACIONAL
16106584,Matilde,Mejía,matilde.mejia06584@example.com,INDIGENA
79624038,Eduardo,Riascos,eduardo.riascos24038@example.com,NACIONAL
75251878,Darwin,Londoño,darwin.londono51878@example.com,NACIONAL
36459176,Ana,Gutiérrez,ana.gutierrez59176@example.com,NACIONAL
52918133,Yésica,García,yesica.garcia18133@example.com,NACIONAL
59068544,Ana,Valencia,ana.valencia68544@example.com,INDIGENA
49174689,Iván,Solano,ivan.solano74689@example.com,NACIONAL
58325108,Nury,Delgado,nury.delgado25108@example.com,NACIONAL
68018044,Juliana,Morales,juliana.morales18044@example.com,NACIONAL
7589942,Humberto,Correa,humberto.correa89942@example.com,NACIONAL
61402291,Manuel,Sandoval,manuel.sandoval02291@example.com,NACIONAL
45168008,Patricia,Mejía,patricia.mejia68008@example.com,INDIGENA
54207751,Rodrigo,Mora,rodrigo.mora07751@example.com,NACIONAL
24381745,Emerson,Rojas,emerson.rojas81745@example.com,NACIONAL
10771398,Antonio,Guerrero,antonio.guerrero71398@example.com,NACIONAL
32279487,Leonel,Hernández,leonel.hernandez79487@example.com,NACIONAL
71929232,Orlando,Buitrago,orlando.buitrago29232@example.com,INDIGENA
27990190,Vladimir,Romero,vladimir.romero90190@example.com,NACIONAL
72772484,Pedro,Jaramillo,pedro.jaramillo72484@example.com,NACIONAL
71124743,Enrique,Vargas,enrique.vargas24743@example.com,INDIGENA
84989544,Jesús,Fonseca,jesus.fonseca89544@example.com,NACIONAL
26685443,Marleny,Moreno,marleny.moreno85443@example.com,NACIONAL
12434180,Rosa,Peña,rosa.pena34180@example.com,NACIONAL
97295794,José,Velandia,jose.velandia95794@example.com,NACIONAL
9593580,Claudia,Sepúlveda,claudia.sepulveda93580@example.com,NACIONAL
58869544,Javier,Moreno,javier.moreno69544@example.com,NACIONAL
64180340,José,Leal,jose.leal80340@example.com,NACIONAL
74222931,Luz,Salazar,luz.salazar22931@example.com,NACIONAL
90262584,Elena,Mendoza,elena.mendoza62584@example.com,NACIONAL
22397174,Alexis,Sánchez,alexis.sanchez97174@example.com,NACIONAL
6640614,María,Correa,maria.correa40614@example.com,NACIONAL
24832733,José,Espinosa,jose.espinosa32733@example.com,NACIONAL
86093152,David,Anaya,david.anaya93152@example.com,NACIONAL
98071199,Nelson,Jaimes,nelson.jaimes71199@example.com,NACIONAL
89900674,Alba,Cárdenas,alba.cardenas00674@example.com,NACIONAL
24368786,Beatriz,González,beatriz.gonzalez68786@example.com,NACIONAL
55659846,Margarita,Arrieta,margarita.arrieta59846@example.com,NACIONAL
16380543,Katerine,Herrera,katerine.herrera80543@example.com,NACIONAL
96767068,Diana,Torres,diana.torres67068@example.com,NACIONAL
82286113,Aníbal,Martínez,anibal.martinez86113@example.com,NACIONAL
96158821,William,Arango,william.arango58821@example.com,NACIONAL
33963406,Lucy,Díaz,lucy.diaz63406@example.com,NACIONAL
96007301,Danilo,Ortiz,danilo.ortiz07301@example.com,NACIONAL
96986851,Diana,Cantillo,diana.cantillo86851@example.com,NACIONAL
7048528,Ángel,Carvajal,angel.carvajal48528@example.com,NACIONAL
94097176,María,Morales,maria.morales97176@example.com,NACIONAL
85728569,Luis,Jiménez,luis.jimenez28569@example.com,NACIONAL
40535332,Luz,Montoya,luz.montoya35332@example.com,NACIONAL
1222284,María,Espitia,maria.espitia22284@example.com,NACIONAL
29058137,Gustavo,Gil,gustavo.gil58137@example.com,NACIONAL
34083724,Libia,Giraldo,libia.giraldo83724@example.com,INDIGENA
48673798,Nathalia,Arango,nathalia.arango73798@example.com,NACIONAL
33571238,Hilda,Montoya,hilda.montoya71238@example.com,NACIONAL
89793923,Isabel,González,isabel.gonzalez93923@example.com,NACIONAL
92760592,Pedro,López,pedro.lopez60592@example.com,NACIONAL
80121860,Rosa,Velasco,rosa.velasco21860@example.com,NACIONAL
17709344,Tatiana,Durán,tatiana.duran09344@example.com,NACIONAL
56355808,Vilma,Zuluaga,vilma.zuluaga55808@example.com,INDIGENA
89980564,Alveiro,Contreras,alveiro.contreras80564@example.com,NACIONAL
22644727,María,García,maria.garcia44727@example.com,NACIONAL
32031322,Alicia,Monsalve,alicia.monsalve31322@example.com,INDIGENA
21966587,Rosalba,Giraldo,rosalba.giraldo66587@example.com,NACIONAL
68320201,Luis,Murillo,luis.murillo20201@example.com,INDIGENA
48536976,Camilo,Garzón,camilo.garzon36976@example.com,NACIONAL
5763994,Ángel,Ibarra,angel.ibarra63994@example.com,NACIONAL
31434234,Juan,Gómez,juan.gomez34234@example.com,NACIONAL
55736434,Enrique,Obando,enrique.obando36434@example.com,INDIGENA
55205018,Olga,Valencia,olga.valencia05018@example.com,NACIONAL
26992779,José,Ruiz,jose.ruiz92779@example.com,NACIONAL
68967171,Alejandra,Hernández,alejandra.hernandez67171@example.com,NACIONAL
31116281,Lina,Rodríguez,lina.rodriguez16281@example.com,NACIONAL
6234942,Sandra,Gutiérrez,sandra.gutierrez34942@example.com,NACIONAL
90723664,María,Pulido,maria.pulido23664@example.com,NACIONAL
77527950,Darío,Alfonso,dario.alfonso27950@example.com,NACIONAL
73027585,Constanza,Torres,constanza.torres27585@example.com,NACIONAL
27770621,Angie,Mesa,angie.mesa70621@example.com,NACIONAL
59843144,Luz,Burbano,luz.burbano43144@example.com,NACIONAL
57017027,Luis,Salamanca,luis.salamanca17027@example.com,NACIONAL
16223391,Mario,Barragán,mario.barragan23391@example.com,NACIONAL
20659601,Carolina,Cruz,carolina.cruz59601@example.com,NACIONAL
55888014,María,Montoya,maria.montoya88014@example.com,NACIONAL
94508785,Andrés,Ospina,andres.ospina08785@example.com,INDIGENA
5271390,Daniel,Correa,daniel.correa71390@example.com,NACIONAL
15212845,Diana,Pérez,diana.perez12845@example.com,NACIONAL
63978924,Cristian,Gómez,cristian.gomez78924@example.com,NACIONAL
73679674,Miguel,Ramírez,miguel.ramirez79674@example.com,NACIONAL
56201460,Julio,Quintero,julio.quintero01460@example.com,NACIONAL
60081760,Steven,Ramírez,steven.ramirez81760@example.com,NACIONAL
29114742,Carlos,Silva,carlos.silva14742@example.com,NACIONAL
66826509,Rafael,Rendón,rafael.rendon26509@example.com,NACIONAL
72090981,Diana,Valencia,diana.valencia90981@example.com,NACIONAL
21031510,Alejandro,Campo,alejandro.campo31510@example.com,NACIONAL
96397280,Luz,Cuéllar,luz.cuellar97280@example.com,NACIONAL
20991894,Alexander,Romero,alexander.romero91894@example.com,INDIGENA
57449653,José,López,jose.lopez49653@example.com,NACIONAL
27530783,Jhon,García,jhon.garcia30783@example.com,NACIONAL
91723379,Marcela,González,marcela.gonzalez23379@example.com,NACIONAL
6641074,Felipe,Gómez,felipe.gomez41074@example.com,NACIONAL
11481707,Augusto,Alarcón,augusto.alarcon81707@example.com,NACIONAL
67991217,Sindy,Díaz,sindy.diaz91217@example.com,INDIGENA
99010736,César,Castillo,cesar.castillo10736@example.com,INDIGENA
24291733,Paula,Ramírez,paula.ramirez91733@example.com,NACIONAL
67469826,Carmen,Caicedo,carmen.caicedo69826@example.com,NACIONAL
6444815,Esther,Cabrera,esther.cabrera44815@example.com,NACIONAL
60579968,Yudy,Torres,yudy.torres79968@example.com,NACIONAL
81547291,Ana,Angarita,ana.angarita47291@example.com,INDIGENA
15835591,Carlos,Camargo,carlos.camargo35591@example.com,NACIONAL
20818039,Adriana,Ibarra,adriana.ibarra18039@example.com,INDIGENA
33561600,Shirley,Pérez,shirley.perez61600@example.com,NACIONAL
17018948,Andrés,Martínez,andres.martinez18948@example.com,NACIONAL
35309324,Erika,Mosquera,erika.mosquera09324@example.com,INDIGENA
33334000,José,Rojas,jose.rojas34000@example.com,NACIONAL
87989069,Alexander,Cruz,alexander.cruz89069@example.com,NACIONAL
88169588,Alejandro,López,alejandro.lopez69588@example.com,NACIONAL
7206227,Fernando,Pérez,fernando.perez06227@example.com,NACIONAL
24233750,Paula,Molina,paula.molina33750@example.com,NACIONAL
64334936,José,Guerrero,jose.guerrero34936@example.com,NACIONAL
81956437,Alberto,Torres,alberto.torres56437@example.com,NACIONAL
93764153,Consuelo,Ramírez,consuelo.ramirez64153@example.com,NACIONAL
84021254,Angélica,Méndez,angelica.mendez21254@example.com,INDIGENA
30140364,Marisol,Torres,marisol.torres40364@example.com,NACIONAL
45895054,Ancizar,Acevedo,ancizar.acevedo95054@example.com,NACIONAL
8072029,Óscar,Cárdenas,oscar.cardenas72029@example.com,INDIGENA
32851782,Gonzalo,Orozco,gonzalo.orozco51782@example.com,NACIONAL
18366293,María,Ortiz,maria.ortiz66293@example.com,NACIONAL
53645115,Rafael,Herrera,rafael.herrera45115@example.com,NACIONAL
20661065,Ángel,Franco,angel.franco61065@example.com,NACIONAL
62089832,Arturo,León,arturo.leon89832@example.com,NACIONAL
19273016,Paola,Jiménez,paola.jimenez73016@example.com,NACIONAL
43290331,Lorena,Reyes,lorena.reyes90331@example.com,NACIONAL
79322081,Juan,Arango,juan.arango22081@example.com,NACIONAL
13690783,Humberto,Barrera,humberto.barrera90783@example.com,NACIONAL
9351653,Milena,Niño,milena.nino51653@example.com,NACIONAL
50162451,Ciro,Ramírez,ciro.ramirez62451@example.com,NACIONAL
